1420427254.733	get	51887	477	206	51012	192	51060	51	167	0	200
1420427255.731	put	1219	207	46	710	256	725	112	167	0	200
1420427256.732	get	1356	223	49	809	275	823	51	167	0	200
1420427257.732	put	1327	221	58	833	215	850	112	167	0	200
1420427258.731	get	1383	236	106	808	233	821	51	167	0	200
1420427259.732	put	1940	201	60	764	915	783	112	167	0	200
1420427260.733	get	1177	232	51	713	181	732	51	167	0	200
1420427261.732	put	1224	194	59	760	211	779	112	167	0	200
1420427262.732	get	1336	275	59	779	223	798	51	167	0	200
1420427263.732	put	1177	181	50	790	156	805	112	167	0	200
1420427264.733	get	1086	196	46	638	206	654	51	167	0	200
1420427265.731	put	1307	271	54	812	170	832	112	167	0	200
1420427266.731	get	1276	200	56	761	259	781	51	167	0	200
1420427267.731	put	1202	236	130	661	175	682	112	167	0	200
1420427268.731	get	1312	181	46	891	194	902	51	167	0	200
1420427269.732	put	1238	182	46	705	305	719	112	167	0	200
1420427270.731	get	1072	172	45	649	206	663	51	167	0	200
1420427271.731	put	1165	233	48	698	186	713	112	167	0	200
1420427272.732	get	1520	216	59	872	373	879	51	167	0	200
1420427273.732	put	1158	219	59	670	210	689	112	167	0	200
1420427274.732	get	2220	190	44	1726	260	1735	51	167	0	200
1420427275.732	put	1132	249	53	667	163	686	112	167	0	200
1420427276.733	get	1679	24	837	659	159	653	51	167	0	200
1420427277.731	put	2476	196	47	2068	165	2082	112	167	0	200
1420427278.732	get	1716	207	58	1256	195	1275	51	167	0	200
1420427279.733	put	1150	239	61	647	203	671	112	167	0	200
1420427280.732	get	1153	242	49	661	201	677	51	167	0	200
1420427281.731	put	1089	203	48	686	152	700	112	167	0	200
1420427282.731	get	1212	268	55	699	190	720	51	167	0	200
1420427283.732	put	1299	320	65	715	199	740	112	167	0	200
1420427284.732	get	1079	245	67	620	147	642	51	167	0	200
1420427285.731	put	1006	205	45	604	152	620	112	167	0	200
1420427286.732	get	1162	190	46	684	242	697	51	167	0	200
1420427287.732	put	1092	185	46	669	192	682	112	167	0	200
1420427288.732	get	1121	216	48	671	186	686	51	167	0	200
1420427289.732	put	1273	279	93	660	241	671	112	167	0	200
1420427290.733	get	1417	249	52	951	165	966	51	167	0	200
1420427291.733	put	1552	281	58	1050	163	1071	112	167	0	200
1420427292.731	get	1207	247	51	714	195	733	51	167	0	200
1420427293.732	put	1067	232	58	629	148	651	112	167	0	200
1420427294.732	get	1362	211	47	709	395	722	51	167	0	200
1420427295.732	put	1270	240	64	738	228	757	112	167	0	200
1420427296.731	get	1304	264	79	732	229	746	51	167	0	200
1420427297.731	put	1171	222	56	684	209	700	112	167	0	200
1420427298.732	get	1223	196	45	695	287	710	51	167	0	200
1420427299.732	put	1241	205	46	696	294	710	112	167	0	200
1420427300.732	get	1136	191	46	696	203	710	51	167	0	200
1420427301.732	put	1220	185	46	658	331	672	112	167	0	200
1420427302.732	get	1230	194	45	690	301	703	51	167	0	200
1420427303.731	put	1216	185	47	671	313	684	112	167	0	200
1420427304.732	get	4532	469	71	3726	266	3705	51	167	0	200
1420427305.731	put	1507	214	63	714	516	736	112	167	0	200
